Category,Text
1,পৃথিবীর মানচিত্র থেকে ভারত কে মুছে দেওয়া হোক
1,আমার হেডার তামাশা কল
1,না বাংলাদেশে যা কিছু হয় সব কিছু জামাত ও শিবিররাই করে
1,হোগা মারা খাইছে হালার পো রা
1,ভারতের জনগণ কি বোকাচোদা  বাংলাদেশের দুইটাকা কে ভারতের পাঁচ টাকা দিয়ে কিনবে  ভারতের পাঁচ টাকার দাম বাংলাদেশের দশ টাকার সমান
1,খানকি তোদের জন্য বাংলার যুবগয়া আজ খায়াপ বড বড দুধ আর পাছা ঢাকের রাখ মাগি
1,এই মাগি আয় তরে ঘুরা দিয়ে চুদা দেওয়ায়
1,মার খানকির পোলা ডান্ডিদের ওরা আমাদের দেশটাকে শেষ করে দিছে
1,প্রকৃতপক্ষে আপনি রাজনৈতিকভাবে চূড়ান্ত চরিত্রহীন
1,আল্লাহ  আসিফের নুনু তুমি আরো ছোট কইরা দাও এইসব মাগীদের ইন্টারভিউ নেয়ার জন্য
1,ভারত আমাদের বন্দু তাই তো ভালো চায়না সবাই বুজে কিন্তু আমাদের সরকারীদলের অনেকে বুজেনা
1,স্পর্শিয়া সে কি মহিলা নাকি অন্যকিছু আমার এনাফ ডাউট আছে
1,বছর ধরে দেশে ধর্ষন হত্যা চালিয়ে যাচ্ছে জংলি নামক মাফিয়ালীগ তারা কি রাজাকার না
1,পতিতা বৃত্তি ছেড়ে বিয়া করে সংসারী হও নয় তো জাহান্নামি
1,সে তো বরিশালের ছেলে কিন্তু কেমন করে নিজের বিভাগকে হারিয়ে দিল সে তো বড় রাজাকার সাবিবর
1,যত আজগভি কথা আওয়ামিলীগের আমলে ভারত কয়
1,পার্থ রহমান পুরোপুরি বি এন পির দালাল হয়ে গিয়াছে
1,সাজু শালা এক টা রাম ছাগল
1,ডঃ কামাল হোসেন ভারতের দালাল হয়ে বিএনপিকে ধ্বংস করতে এসেছে
1,তুর মতো নাস্তিকরা সত্য আর মিথ্যার পার্থক্য কি বুঝবি
1,পবিত্র কাবা ঘরেকে নিয়ে যেই মালাউনের বাচ্চায় বেঙ্গো করলো ওর বিচার জন্য কি করল আমাদের সরকার
1,স্যার মোশারফ কে বাদ দেওয়ায় পাপন কাকু কচু গাছে ফাসি খাইছে
1,সে ত হবেই দাদার বাড়ির ভারত বলে কথা
1,নাস্তিক সরকারে বন্ধু ভারতের ফায়ার সাভিস বাংলাদেশে আজব
1,মাগির ঘরের ছিনাল তোর ভুদাটা কত বড়রে চুদানি রেনডি
1,সনিকা যে একতা মাগি তা আপনার শো তে এসে প্রকাশ করল
1,আরে রাজাকারে মানি বুজস নাকি ডান্ডির বাচচা আবার বড় বড় কথা বলচ পাগল চাগল কুততা
1,মন্ত্রী স্মৃতি ইরানী এর মধ্যেদিয়ে কি বুজাতে চেয়েছে এবং বিশ্বকে বুজাছেন যে ভারত বর্ষের মন্ত্রীরা একধম সাধারন জনগণ  তবে যা দেখালেন ভালো দেখালেন ধন্যবাদ
1,আপনার মতো সিটিংকে জায়গা দিয়ে ওনি এক ভুল করছেন আপনার কথায়কি আরো একটা ভুল করবে কি মোসলমানকে জায়গা দিয়া জায়গা ঠিকেই দিতো জদি ওনারা হিন্দু বা ভারতের লোক হোইতো
1,মুসলমানরা গুজবে বিশ্বাস করে  বাস্তবে নয়  মানে  মাথায় ব্রেন নামক পদার্থটার অভাব
1,২ সালারে  বেধে জামা কাপড় খুলে পাচার মধ্যে ক্রশ ক্রশ করে মারতে হবে  বেত দিয়ে
1,জদ্দা খোর সাইফল্লাহ কিসের আলেম
1,আমরা কাংলাদেশি মাগী চুদতে ভালোবাসি
1,সন্ত্রাসী হামলা বলে গুজব ছড়ানো ঠিক নয় পাকিস্তানী সেনাবাহিনী হামলা করেছে সেই কথা বলে দিন ভারতের সেনাবাহিনী ঘুমিয়ে থাকে নাকি
1,ধন্যবাদ নয়াদিগনত আর ও ধন্যবাদ জানাই শিবির ভাইদেকে ছালিয়ে জাও
1,ওর আর কোনোদিন ফাসি হবে না
1,দাউদ ইব্রাহিম ভারতীয় ছিল সে মুম্বাই বিস্ফারনে এর উপর নিরীহ মানুষ হত্যা করেছিল সে এখন পোর্কিস্তানে
1,জুতা মারুন এই মালাউনের বাচ্চাকে
1,ডেন্ডিয়ান মালাউন মালাউনীরা খোলা যায়গায় পায়খানা করে শুধু দিল্লীর পরিবেশ নষ্ট করছে না এরা প্রতিবেশী রাষ্ট্রগুলোর পরিবেশও নষ্ট করছে তাই ডেন্ডিয়ান মালাউন মালাউনীদেরকে সব রাষ্ট্র মিলে লাতি আরম্ভ করছে পৃথিবী থেকে তাড়িয়ে দেয়ার জন্য
1,এই কাংকির ছেলে রাজাকার সবাই তো কুত্তালীগ করে এই কথা তুই জানিস না
1,ভারতে কোটি লোকের কোটি দর্শিত
1,মানবতার দিকেওতাকাবেন ওরা বাংলাদেশে আসলে খতি হবে তাহলে চোখে কালো চশমা পরেবসেথাকেন মাথা বেথার কারন নেই মরলে ওরা মরুক আমরাজেন না মরি কিন্তু কার সময় কেমনে যাবে এক আল্লাহ্ জানেন সরকার ভারতের মানুষ মরলে শোকজানান আর আজ তিরছেন তিনি বিভেকের কাছে পশ্ন্র করি আমরা কি মুসলিম জাতি হায় আল্লাহ্ তুমি ওদেরকে রহমত কর
1,সত্যের বানী নিরবে কাদেঁ ত্র লোকের অপরাদ কি ছিল সে সত্য সংবাদ পকাশ করত তাইতো বাংলাদেশের পায় কোটি মানুষ জেনে গেল ত্র ফাসিঁক সরকারের সব কুকমের কথা
1,বাংলাদেশের হিন্দুরা এখনো বেহেশতে আছে তুই কি জানিস
1,নাস্তিক ওরা হলো দুনিয়ার ময়লা  আবর্জনা আর নর্দমার কীট ভন্ড এক নাম্বার মিথ্যাবাদী
1,বিশ্রী সাম্প্রদায়িক জঙ্গি মানসিকতা এই মুসলমানদের
1,মাহি বি দুই বাব বেটা মিলে ১টা আসন পাবেনা তার আবার বড় বড় কথা
1,রেন্ডিয়া একটা জাত খানকির দেশ যেখানে মাগী আর খানকির পোলাদের অভাব নাই
1,রাজাকার দের এক ফোটা জল দেওয়া যাবে না
1,মাহি বর্তমান রাজনীতিতে আওয়ামী লীগের চামচামী করতেছে
1,আরে ভাই খানকির পোলা আইছে আমগো সেনাবাহিনী নিতে এটা দিলেতো আমাদের অস্তিত্বই বিলিন হয়ে যাবে
1,আইন সবার জন্য সমান ভারতে পালিয়ে না যেয়ে দেশে আইনের মাধ্যমে জামিন নিয়ে মুক্ত জীবন যাপন করতে পারতেন  অনেক ভাল কাজ করেছেন সাথে থাকতে পারে কিছু মন্দ কাজ  আইনের মাধ্যমে লড়ে মুক্ত হওয়া উচিত ছিল
1,দূরে গিয়া মর তোরা নাগরিক কস এখন আর তখন যদি কেউ সরকার বা ক্ষমতাসীন দল গুলোকে নিয়ে মতামত দেয় তখন তোরা আর তাকে নাগরিক বলবি না হয় বলবি রাজাকার নয় বলবি দেশদ্রোহী নয়তো বলবি দলীয় লোক
1,এত শক্তি রাখবে কুথায় কিছু শক্তি ভারত বন্ধু রাষ্ট্রকে দিয়ে দিলেয় হয় ফলে অনেক লাভ বান হবে বাংলাদেশ সিমানায় বহু মানুষ মরতে পারবে ভারতের গুলিতে
1,ফান আর নোংরামীর পার্থক্য আছে যেটা আপনার শিখা উচিৎ
1,মকবুল কেন এই যাবৎ যত জামায়াত নেতার ফাসি হয়েছে তারা কেউ রাজাকার বা কোন অপরাধি ছিলনা দোষ একটাই কোরআনের শাসন কায়েমের কাজ করছিল ইতিহাসে এরা কিনতু অমর অমলান
1,কুত্তালীগ এই সেই লোক যার জুতার বারি খাওয়ার পর ও আরো খেতে চাইতেছে
1,মাহি মার্কায় ১৫০আসন চাই   এখন বেশি করে খা
1,সুদখোর তোদের একরাত চুদে ৫ লাখ টাকা দেবে তা তো কমই দেয়
1,আমার মনে হয় ভারতীয় সেনাবাহিনী পাকিদের ভয় পায় কারন পাকিরা গত পরশু মারলো জন আজ মারলো জন তাও আবার সেনার মাথা কেটে ড্রোন দিয়ে বি এস এফ এর অফিসের সামনে ফেললো এতে বুঝা যায় ভারতীয়রা খালি বাংলাদের সাথে পারেআমার মনে হয় ভারতীয় সেনাবাহিনী পাকিদের ভয় পায় কারন পাকিরা গত পরশু মারলো জন আজ মারলো জন তাও আবার সেনার মাথা কেটে ড্রোন দিয়ে বি এস এফ এর অফিসের সামনে ফেললো এতে বুঝা যায় ভারতীয়রা খালি বাংলাদের সাথে পারে
1,এই খানকি ভারত বাংলাদেশ কে দান করেছ  পাকিস্তান আতঙ্কবাদী দেশ
1,চীন লাগবে না পাকিস্তান একা যথেষ্ট ভারতে মত
1,সরকারের ইন্ধনে রিজার্ভ চুরি হয়েছে একথা সত্য  কিন্তু আপনি যদি বলেন এইকথা তাহলে সরকার আপনাকে হয়তো জঙ্গি নয়তো রাজাকার বলে জেলে ঢুকিয়ে দিবে
1,শত নির্যাতিত মানুষের জায়গায় হয় না কিন্তু লক্ষ ভারতীয় অবৈধ ভাবে শুধু থাকলেই না কাজও করছে বিনা সুলকে
1,ফাক ইউ    মাগীর বাচ্চা মাগী
1,তোরা তো সব কয়টা হিজরা তোদের হুরের কথা শুনলেও তো ভয় করে
1,রিয়েল গাঁজাখুরি গল্প  হালার পো এতদিন চ্যাট করছে আর কিনা ফোন নাম্বার নেয় নি  গল্প পাচ্ছে না খুজে তো তাই কি করবে বসে  কয়ডা গাঁজাখোরের কাছ থেকে গল্প গুলা তৈরী করেছে
1,গাঞ্জা খাইছে হালা ভারতের যা আছে সব দিয়াও চাদে যাওয়া সম্ভব না এভাবে যাওয়া যাবে নাগাঞ্জা খাইছে হালা ভারতের যা আছে সব দিয়াও চাদে যাওয়া সম্ভব না এভাবে যাওয়া যাবে না
1,হিন্দুর বাচ্চারা আসলে একেকটা খবিস
1,মুসলিম রা মালাউন না মালাউন তরা
1,তোমার মত জামা তি মুস লিম দের দোয়া প্র য়োজন নাই  তো দের অন্তরে কা লো দাগ কারন তোরা পা কি ও রাজাকা দের র ক্তো তো দের শ রি রে মেসান  তোদের রাজাকার বাপ দের থে কে ফ রিদউ দ্দিন মুসুদ গুন ভলি কারন তি নি একজন মু ক্তি যুদ্ধা ও অা লেম
1,হিজরা দল নিয়ে ভারতের পাশে থাকবে বাংলদেশ
1,ভারতে যে নোটগুলো বন্ধ হয়ে গেছে ওগুলা এনে দিয়ে দিলেই তো হয়
1,ভারত ইচ্ছা করলে এক বেলাতেই কেলিয়ে কাংলাদেশের গাঁড় ঠান্ডা করে দিতে পারে
1,খানকির বাচ্চা বিবিসি ও তার সাংবাদিক
1,গোতম মাদারচুদ বলেকি  সালে বাল ফালাতে এসেছিল রেন্ডিয়া  খানকির পোলারা আমগো সব চুরিকরে ভারত নিয়ে গেছে
1,ভারতকে ধবংস করে দাও  তাদের কে মা কালী সর্গে যেতে ডাকছে  তাড়াতাড়ি পাটিয়ে দাও
1,জামাত কি তোর মা বোনরে চুদছে মাদার চোদ
1,পৃথিবীর মাঝে সবচেয়ে অভদ্র আর জানয়ার বলতে একটা দেশই রয়েছে তার নাম পাকিস্তান আর বাংগালী এক জানয়ার কমেন্টে লিখেছে টাকা ফেরত দিতে এইহল আমাদের বাংলাদেশ আর রাজাকার তবে আমার মতে যারা পাকিদের সুরে গানগায় তাদের পাকিস্তান চলে যাওয়া উচিত আমরা বিরেরজাতি হারতে শিখিনী বিজয়ী হয়েছি সেটাও যানা আছে তাদের সেই সাহস নেই টাকা চাওয়ার কুত্তা শুধূ ঘৈও ঘৈও ই করতে যানে আর কুত্তাকে কিভাবে ঔষদ দিতে হয় ভাঙালিরা যানে
1,খুবই চমৎকার বক্তব্য এবং এরকম প্রতিবাদ বক্তব্য আশা করছি ভারতের বিরুদ্ধে বিভিন্ন চলমান ইস্যুতে
1,গল্পের রাম-কৃষ্ণের সাথে কি বাস্তবের নরপিশাচ মুহম্মদের তুলনা হয়
1,তুই বি এন পিকে চোর বল ডাকাত বল তাতে আমার কি আসে যায়  তোদের এই একটা সমস্যা  তোদের বিরুদ্ধে কেউ কিছু বললে রাজাকার আর বি এন পি হয়ে যায়  তোদের হিস্টোরি সবাই জানে দালালি বাদ দিয়ে ভালো হয়ে যা
1,হ    বাংলাদেশের চ্যানেলে তোর বাল চালাবে
1,তোর হিন্দু বন্ধুদের বান্ধবীদের নিয়া বৃন্দাবনে গিয়া লিলা করগা
1,এই খানকি মাগি বেগুন আছে লাগবে
1,অটো চালালেও ঐ খানকির পোলাদের মত খোলা জায়গায় পায়খানা করে পরিবেশ নস্ট করতেছে না
1,তুদের কারনেই জামায়াত আজ সাধারাণ মানুষের প্রিয় দলে পরিনত হয়েছে   প্রমান চাইলে নিরপেক্ষ নির্বাচন দিয়ে দেখতে পারিস
1,ভারত নিজে মিনিটে মানচিত্র থেকে মুছে যাবে তাই বাংলাদেশকে সাথে নিয়ে হাওয়া হয়ে যেতে চায়  আমারা ভারতে কোনো সাহায্য করতে পারবোনা এবং মোগো হেই শক্তি নাই সামরিক দিক থেকে তাই পা দরে কাইন্দা লাভ কি বল
1,ভারতও বাংলাদেশের তুলনায় শ্রেষ্ঠ  তারা একাত্তরে এক কোটি লোককে আশ্রয় দিয়েছিলো
1,ভারতের মন্ত্রী এখন আপনার চোখ অন্ধ সবকিছুর সিমা আছে আল্লার বিচার আল্লা করবেন
1,মালাউনকা বাচ্চা কবি নেহি আচ্চা ছাল নাই কুত্তার বাঘা নাম নিজ দেশের শাট কোটি মানুষ খোলা আকাশের নিচে মল ত্যাগ করে তারা যাবে চিনের সঙ্গে টেক্কা দিতে যত সব পাগল ছাগল   যেখানে চিনের রিজার্ভ হচ্ছে কয়েক ট্রিলিয়ন সেখানে মাত্র ভারতের রিজার্ভ হচ্ছে আড়াইশত বিলিয়ন   চিন অলরেডি ঘোষনা দিয়েছে তারা বাংলাদেশে চব্বিশ বিলিয়ন ডলার বিনিয়োগ করবে আর ভারত মাত্র দুই বিলিয়ন ডলার ঋণ দিয়ে কি ভাবে কি ভাবে চিনের সমকক্ষ হতে হতে চায়
1,সাধারন মানূষ কে না মেরে সাহস থাকলে পাকসেনার সাথে যুদ্ধ কর পাকসেনার জন সমান ভারতের জন সেনা
1,ফুল পর্ণ ভিডিও দেখাইয়া কস ইন্টারভিউ
1,আমীরের চেয়ারে একটা বাচ্চা ছেলে বসলে সেও রাজাকার হয়ে যাবে
1,নমস্কার বন্ধুগন ভারতে প্রথম আবিষ্কার করেছে এমনই এক মোবাইল যা দিয়ে আপনি ঘরে বসে বিনা খরচে আয় করতে পারবেন লাখ লাখ টাকা একটু ধৈর্য্য ধরে পড়ুন  টির নাম হচ্ছে কি   হচ্ছে একটি মোবাইল এতে আছে অনেক ব্যবসার তথ্য আছে অনেক টাকা উপার্জনের তথ্য বিশ্ব বিখ্যাত কোম্পানি পরিচালিত  এ যান অনেক পাবেন  এ খোজে দেখবেন বর্তমানে প্রতিদিন প্রায় হাজার লোক চাকরীর জন্য এ
1,এ হলো ফররাই মাদার ছোদ যতো অপরাধ করে মালাউনেরা নাম পড়ে পাকি আর বাংলাদেশের
1,তোদের মত তকিওনদের পৃথিবী ছারা করতে আমেরিকা ভারত আর ইজরাইল এগুলি ব্যবহার করবে শালা রাজাকার
1,পাচাও দুধ এক নামবার  তুমার জামা কুলে ফেল আরও সুন্দ হবে
1,নারী বুজে চোদা  প্রবাসির মন বিজতে পারে না
1,দুইদিনেই রাজাকার হয়ে গেলো   আমারে আমির বানাইলে ও দেখা যাবে এই জানোয়ারের বাচ্ছারা আমাকে রাজাকার বলবে আসলে সাংবাদিক আর আওয়ামী লীগ হলো সেলিম ওসমানের ভাষায়
1,শালা মালাউন মরন কে সরন করে তওবা পরে নে
1,এই সালা মালাউন খানকির পোলারে সবাই মারো
1,এর জন্য ভারতের মিডিয়াকে দোয দিয়ে লাভ নেই এর জন্য দায়ী বাংলাদেশেরই কি বাষ্টার্ড মিডিয়া এবং সাংবাদিক তারাই প্রথম এটাকে সংবাদ করে মিরাজ হতে পারে ট্যাক্সি চালকের সন্তান তাতে অসুবিধারর কি আছে একজন চা বিক্রেতা যদি একটি দেশের প্রধানমন্এী হতে পারেন একজন ট্যাক্সি ড্রাইভার এর ছেলে একজন ভাল খেলোয়ার্ড হতে অসুবিধা কোথায়
1,তোরা দুই জনে অাসলে মাগি  কেমনে তুলনা করলি মারে মাগির সাথে  চুদির মাগি
1,ভারতের দালাল নিপাত যাক  বাংলাদেশ মুক্তি পাক
1,ভারত চীন কে চাপে রাখবে এই আশা আশাই থেকে যাবে   ভারত চীন থেকে সবকিছুতেই সব সময়েই পিছিয়ে আছ পিছিয়েই থাকবে   দুই দেশই এগিয়ে যাচ্ছে কেহ থেমে নেই সেখানে চীন কে চাপে রাখা হাস্যকর ব্যাপার   বরং বাংলাদেশে চিপায় পড়বে  আমাদের দরকার দুই দেশকে
1,ফকিন্নি যদি জাজ হয় তাহল এমনই হইবো
1,আমরা কোন দেশে বাসকরি হাসিনার কাছে আমার প্রশ্ন যদি বাংলাদেশে বসবাস করে থাকি তাহলে মুসলিমরা আমাদের দেশে অগ্রাধিকার ভিত্তিতে জায়গা পাচ্ছে না কেন নাকি ভারতের হুকুমের জন্য চেয়ে আছেন
1,বালি সোদাও না আবার বাংলায় জন্মগ্রহন করা মারাইছ কেন
1,এটা মেয়ে না  ইহুদির বাচ্চা
1,আগের সেনা আছিলো পাগল আর এখন এটা পাগল নিউজপেপার জে লিখেছে ওই সালায় একটি ছাগল শালার পো ওই সেনা ভারত চুদেনা মাদার চোদ এই রকম লিকলে তোর নিউজ পেপারে গায়ে জুতা মারি খানকির ছেলে ওরা বয় পায় বলে সেনা বাতিল করেছে তুই শালা বুঝোস নাই ওরা আমাদের সাথেই পারেনাই আরতো ভারত ভারতের একটি বাল আর রাজাকার সমান কথা মাদার চোদ
1,এই কাংকির মেয়ে তর মার বুদার বিতরে লাল মরিস দিমু
1,তাহলে মনে হয় জামাত শিবিরের লোক    এ সব কথা বলে বলে আজ দেশের এ অবস্থা
1,রাজাকার সমাবেশ করতে পারেন সেটা মন্দ নয়  আপনারাতো রাজাকারদের মন্ত্রী বানাইছেন  এখন মুক্তিযোদ্ধা সমাবেশ করে মুক্তিযুদ্ধকে অপমান ছাড়া আর কিছুই নয়
1,ভারতের সৈন্যকে মেরে উপযুক্ত জবাব দাও একটার বদলে একশটাকে মেরে ফেলে চিতায় জ্বলিয়ে দাও
1,ঠিক বাংলাদেশকে অর্থাত্ আওয়ামী লীগকে এমন ভাবে হাত করে এরা বাংলাদেশ চালাচ্ছে এখন বোঝাই যায় না আমরা বাংলাদেশী না ভারতীয়
1,শালিরে কচুদেও ভোদায়
1,ফুলবাড়িয়া কলেজ নিয়ে আলোচনার দাবী রাখি   আলোচিত রাজাকার মুসলেম উদ্দিন এডভোকেট এম্পি কুন যুক্তিতে হাজার তিনশ ছাত্রের এম্পিও ভূক্ত ফুলবাড়িয়া বিশ্ববিদ্যালয় কলেজ বাদ দিয়ে ছাত্রীর নব্য চালু করা মহিলা কলেজ সরকারী করলেন তার বিস্তারিত আলোচনা হোক
1,বাংলায় কথা বলতে কি আপনার কষ্ট হয়
1,রোহিঙ্গা মুসলমানদের পাকিস্তানে নিয়ে যাস না কেন
1,বাংলাদেশের মানুষকে ভারত গরু মনে করে তাই গুলি করলে কষ্ট লাগেনা আর দুঃখজনক হলেও সত্যি বাংলাদেশর কিছু মামুষ ভারত কে দেবতা মনে করে  আমরা হলাম হতভাগ জাতি
1,এই ঘটনা যদি পাকিস্তানি সেনারা ঘটাতো তাহলে দেখা যেত রেন্ডিয়ার সংবাদ মাধ্যমগুলো কিভাবে ফলাও করে তা প্রকাশ করে
1,যেখানে ফাসির আসামী রা খালাস পেয়ে যায় আর বদি তো বাবা ব্যবসায়ী
1,খুব তাড়াতাড়ি মুসলিম ধংশো হবেই
1,মাগী তুই কি ভুলে গেলে যে তুই টিভির সামনে বসে কথা বলছিস
1,বাংলাদেশে জঙ্গী হামলার ভয়ে অস্ট্রেলিয়া এল না সিরিজ খেলতে ইংল্যান্ডও প্রথমে টিম পাঠাতে রাজি ছিল না   ক্যাপটেন মরগান এলেক্স হেলস সহ আরও সিনিয়র প্লেয়াররা এল না নিরাপত্তার অভাবে  তখন বাটলার এল টিম নিয়ে আর ছাগল বাংলাদেশী গুলি তাদেরই অপমান করলো বেইমান বাংলাদেশী ছোটলোকের দল ভারত ওদের থাকার জায়গা দিল ক্রিকেট দিল নিরাপত্তা দিল আর এখন এই ছোটলোক গুলি বেহায়ার মত সব ভুলে গেছে মীরজাফরের বংসধর   ইংল্যান্ড দয়া না করলে তো এই ভাঙ্গাদেশ আরও পিছিয়ে পড়ত  ছিঃ ছিঃ ছিঃ পাকিস্থানি বীর্যের ফসল এই
1,দে শেষ করে দে মালাউন দের
1,মকবুল কেন এই যাবৎ যত জামায়াত নেতার ফাসি হয়েছে তারা কেউ রাজাকার বা কোন অপরাধি ছিলনা দোষ একটাই কোরআনের শাসন কায়েমের কাজ করছিল ইতিহাসে এরা কিনতু অমর অমলান
1,দূরে গিয়া মর তোরা নাগরিক কস এখন আর তখন যদি কেউ সরকার বা ক্ষমতাসীন দল গুলোকে নিয়ে মতামত দেয় তখন তোরা আর তাকে নাগরিক বলবি না হয় বলবি রাজাকার নয় বলবি দেশদ্রোহী নয়তো বলবি দলীয় লোক
1,বাংলাদেশের তুলনাই ভারতে সংখ্যালগুর কোন বিচার এই হয়না তা লিখার মুরদ নেই গাদার মার্কা নিউজইস্ট
1,মুসলমান মানেই জিহাদী জঙ্গিবাদ
1,বাংলাদেশ দখল করে মহাভারত গঠন করবেন
1,বাংলাদেশের মিডিয়া ভারতের হিন্দুদের দালাল
1,এদের আসলে মানসিক বৈকল্য ঘটেছে
1,শুয়োর মাংস দুইদিন খেলেই ভালো হোয়ে জাবে
1,ভারতের ভিসা ওইটা একটা যাওয়ার দেশ হলো মৌলবাদী সাম্প্রদায়িক জঙ্গি দাঙ্গাবাজ ধর্ষেকের দেশ ওটা   ওর চেয়ে উগান্ডায় যাওয়াও ভালো
1,আল্লাহর লানত পড়ক ভারতের মালায়নদের উপর
1,এই হল আমাদের দেশের মুসলিম সরকার ভারতে ট্রেন দূর্ঘটনার জন্য কি কষ্ট হচ্ছে  কিন্তূ বার্মায় শত শত মুসলিম হত্যা করতেছে কুলাঙ্গার বৌদ্ধরা কিন্তু দুঃখের বিষয় আমাদের দেশের প্রধান মন্ত্রীর তখন দুঃখ লাগেনা
1,বাচ্চা মেয়েটার জীবন ধ্বংস করেছে মুহম্মদ যার প্রতিশোধ হিসেবে আয়েশা মুহম্মদকে বিষ খাইয়ে হত্যা করেছে
1,হজম সক্তি নাই বেটা মালাউন  আপনার মত অনেক মারখেয়ে মরতছে বাগ্গিস দুদুক নিরাপ্তা দিছে
1,তোদের দেইনি বলে বলছিস দিলে বলতিস না কাংলাদেশী খানকির ছেলেরা
1,রেডি হও মালাউন টা ভারতের ইদুরের মত বিয়েছেপ মরবে
1,মালাউন কে তো মালউন বলবে তাই নয় কি   ইন্ডিয়ায় মুসলিম ছাত্রদের পুলিশ গুলি করে মেরে ফেলছে আর এখানে তারা আরামে ঘুমাচ্ছে
1,তুমি লিখে যা ও বোন  কত্ত রেফারেন্স লাগবে ইনবক্সে আসলে পাবে  খানকীর জারজ রাজাকার দের গুস্টি সাফ চলে চলবে  বুইড়া ইবলিস গুলা ঝুলেছে আর নব্য ইবলিশ গুলি ঝুলবে না ডাাইরেক্ট শ্যুট  ট্রিগার ভরবো পাছায় চাপ দিবা মাথা ছিটকে পড়বে কুত্তাদের ভুরিভোজ এর আয়জোন রেডি হচ্চে  ভাবনা বা ভয়ের কিছুই নাই বোন
1,আগে বাংলাদেশের মানুষের মন জয় করুন  সীমান্ত হত্যা বন্ধ ও তিস্তার পানি চুক্তি সম্পাদন করুন  দেখবেন চীনের প্রভাব এমনেতেই কমে গেছে  বাংলাদেশের মানুষ আবার ভারতকে বিশ্বাস করবে  আপনারা বাংলাদেশের ক্ষতি করেই যাবেন আবার কয়দিন পর পর এসে ধন্না ধরবেন ট্রানজিট নৌ বন্দর ব্যবহারের জন্য এটা অত্যন্ত হীন মন মানসিকতার পরিচয় ভাল হইতে টাকা লাগেনা
1,আচ্ছা দুদু সাহেব কয়েক দিন আগে যে বললেন নবেম্বরে খালেদা জিয়া দেখিয়ে দিবে নবেম্বরতো প্রায় শেষ কিছুইতো দেখলাম না
1,জনগনের সামনে তোর হিন্দু বাবাদের সামনে ওপেন চ্যালেঞ্জ হবে মাদারচুদ
1,দাদা যতই লাফালাফি করেন পৃথিবীর কোন লাভ নেই ভারত যতই এগিয়ে যাক পাকিস্তান সাথেয় যাবে ভারতের পাঁচজন পাকিস্তানের এক জন ভারতের যদি সাহষ থাকে তাহলে পাকিস্তানে হামলা করে দেখাক তা কখোনো পারবে না কারন পাকিস্তানের সাথে আছে চীন ইরান তুরস্ক সৌদি আরব রাশিয়া আর ভারতের সাথে আছে পৃথিবীর সব চেয়ে শক্তি ধর রাষ্ট বাংলাদেশ
1,মাহীবি একটা ভেদধব ইস্টপিট
1,তোরা তো রেন্ডিয়ার রেন্ডু   ওই ভিখারির বাচ্চার ভিক্ষা চাইতে আসছোস ভিক্ষা নিয়ে চলে যা   তোদের রেন্ডিয়া জাতি যে ভিখারি জাতি সেটা এইদেশ থেকে টাকা চেয়ে তা প্রমান করলি   জাত খরাতির বাচ্চা খরাতি খা ভাল করে   আরে রেন্ডিয়ার এই গরুর বাচ্চাকে আর ভিখারিকে ভিক্ষা দিয়ে দে   এই রেন্ডু ভিখারির বাচ্চা ভিক্ষা পায় নাই বলে বলদের মত হাম্বা হাম্বা করছে
1,এই খানকির বাচ্চা শান্ত নিলয় মালাউনতোকে কে বলছে মুসলিমরা নিজেরা নিজেরাই এসব অপকর্ম করবে কই আমি যে এলাকাই থাকি সে এলাকার তো দূরের কথা দশ বারোটা গ্রাম খুইজাও একটা মালুর বাঁচ্চাকে পাওয়া যাবে না কই সেখানে তো কোন অশান্তি নেই আসলে তোদের বাংলাদেশ থেকে তাড়াইলেই সম্যাসা সমাধান হবে
1,পাকিস্তান তৈরি আছি লুকাবে কোথায় ভারত
1,ভাইরে কোনো হুশিয়ারিই কাজে আসবেনা কারন ভারতের মাটিতে ভারতকে টেষ্টে হারানে অত সোজা না
1,বাংলাদেশে সামান্য পাতা পুড়ানুকে কেনদ্র করে যে উলটপালট হচ্ছে   আর ভারতে শত শত সমুসলিম সরকারের নির্দেশে হত্যা করছে তার কোন পতিবাদ নাই   বাংলাদেশের যে কুত্তারা সাহবাগে ছিতকার করছে তারা কি তা দেখছেনা শুনছে না
1,মালু খানকির পোলাদের জবাই করা উচিত
1,ওই পুলিশ মনে হয় শিবির জামাত এর কর্মী সে যদি নিজে কর্মী নাও হয় তবে তার এলাকার কেউ জামাত করে  ভাব মুর্তি অর্জনে এভাবেই কাজ করতে হবে  কি বলেন সবাই
1,Bong আর কত দিন এই বাইনচোদ দের নিয়ে চালাবে
1,এইটার পিছনে কিন্তু শিবিরের হাত আছে মামু
1,ভাই ভারতের সাথে ম্যাচ হেরে শিখ্যা পাওয়া উচিত ছিল কিভাবে ম্যাচ শেষ করতে হয় আর মুসফিকের কবে সুভ বুদ্ধি হবে প্রতিদিন একই সট্ খেলে আউট হয়
1,তোর রেন্ডিয়ারে চোদবে চিন এবং পাকিস্তান আমার বাল ছিড়বে হিন্দু ধর্ম নামটারে দুনিয়ার মানচিত্র থেকে মুছে দিবে চিন পাকিস্তান হিজরাল দল চারাল নাপিত ফেতরা ঈত্যাদি কিছুই থাকবে না
